"Timestamp","Vilken åldersgrupp tillhör du?","Är du prenumerant hos DN?","Hur troligt är det att du tecknar paketet?","","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?"
"2021/03/24 5:30:03 am CET","Över 65 år","Nej, men har varit förut","1","Ni hade inte informerat efter Estonia förlistning att svenska kustbevakningsfartyg  störde  flera misslyckade försök att ta ut kroppar från fartyget  av  anhöriga till dem.","1","1","1","1","1","1","1"
"2021/03/24 6:09:20 am CET","Över 65 år","Ja (papperstidning)","1","Digitalt blir inte detsamma","1","1","1","1","1","1","1"
"2021/03/24 6:11:31 am CET","40-65 år","Ja (enbart digitalt)","5","Det jag betalar idag och möjlighet för familjen att läsa.","1","1","5","5","1","1","1"
"2021/03/24 6:14:07 am CET","40-65 år","Ja (enbart digitalt)","3","Papperstidningen är tyvärr för dyr!","2","1","2","3","1","1","1"
"2021/03/24 6:18:34 am CET","40-65 år","Ja (papperstidning)","4","Har det jag vill ha till ok pris","1","1","1","3","1","1","2"
"2021/03/24 6:20:16 am CET","Över 65 år","Ja (enbart digitalt)","1","Vi får inte DN på morgonen kommer med ordinaire post utdelning med andra ord ej heller på helger","1","1","3","3","1","1","1"
"2021/03/24 6:23:38 am CET","Över 65 år","Ja (papperstidning)","2","Lite för dyrt ","1","1","2","3","1","1","1"
"2021/03/24 6:24:35 am CET","40-65 år","Ja (enbart digitalt)","4","Att det är digitalt, skönt att slippa åka till pappersinsamlingen. Samtidigt har man tillgång till tidningen överallt","1","1","4","5","1","1","1"
"2021/03/24 6:37:06 am CET","40-65 år","Ja (papperstidning)","4","Ingår extra konton","4","2","4","4","3","3","4"
"2021/03/24 6:37:31 am CET","40-65 år","Ja (papperstidning)","3","","1","1","4","4","1","1","1"
"2021/03/24 6:42:02 am CET","30-39 år","Nej, men har varit förut","3","Behöver inte korsord, behöver inte rabatter, behöver inte 3 extra konton","1","1","4","4","1","1","1"
"2021/03/24 6:44:05 am CET","30-39 år","Ja (enbart digitalt)","4","Jag vill ha tillgång till flera konton","2","1","3","4","1","1","1"
"2021/03/24 6:45:29 am CET","40-65 år","Nej, men har varit förut","2","För högt pris i förhållande till värde","1","1","2","2","1","1","1"
"2021/03/24 6:46:17 am CET","40-65 år","Ja (enbart digitalt)","3","","1","1","2","3","1","1","3"
"2021/03/24 6:47:15 am CET","40-65 år","Ja (enbart digitalt)","5","Bra innehåll och tre extra konton prisvärt","1","1","2","2","1","1","1"
"2021/03/24 6:52:31 am CET","Över 65 år","Ja (enbart digitalt)","5","","1","1","5","4","3","3","3"
"2021/03/24 6:54:40 am CET","40-65 år","Ja (enbart digitalt)","4","","2","2","3","5","3","2","2"
"2021/03/24 6:55:27 am CET","Över 65 år","Ja (enbart digitalt)","4","","1","1","4","1","1","1","1"
"2021/03/24 6:56:02 am CET","40-65 år","Ja (enbart digitalt)","5","Bra innehåll i relation till pris ","1","1","5","5","2","1","3"
"2021/03/24 6:56:43 am CET","40-65 år","Ja (enbart digitalt)","5","Jag gillar nyheter och korsord. Rabatter o extra konton är däremot inte av intresse.","5","3","5","5","5","5","5"
"2021/03/24 6:58:32 am CET","40-65 år","Ja (enbart digitalt)","5","Digitala korsord. ","1","1","3","3","2","1","1"
"2021/03/24 7:02:54 am CET","40-65 år","Ja (enbart digitalt)","5","Verkar innehålla det jag tar del av. Bra med extra konton.","1","1","4","5","2","1","3"
"2021/03/24 7:03:06 am CET","Över 65 år","Ja (papperstidning)","1","Föredrar papperstidningen. I nödfall läser jag den digitalt","1","1","1","1","1","1","1"
"2021/03/24 7:09:44 am CET","40-65 år","Ja (enbart digitalt)","5","Prisvärt","1","1","5","5","3","1","3"
"2021/03/24 7:10:32 am CET","40-65 år","Ja (enbart digitalt)","4","Extrakontona som gör att hela familjen kan läsa - precis som med en papperstidning","2","2","3","5","1","2","3"
"2021/03/24 7:12:29 am CET","40-65 år","Ja (enbart digitalt)","5","Konstig fråga när jag är prenumerant","5","1","4","1","1","2","2"
"2021/03/24 7:15:14 am CET","Över 65 år","Nej, men har varit förut","5","Dn, bästa tidning i landet ","2","3","5","5","3","2","3"
"2021/03/24 7:15:22 am CET","Över 65 år","Ja (enbart digitalt)","1","läser nästan enbart nyheter ledare och debatt.","1","1","1","1","1","1","1"
"2021/03/24 7:16:21 am CET","40-65 år","Ja (enbart digitalt)","3","Att betala mer för saker man inte behöver saknsr värde. Ha digital bas just som bas, jag vill BARA läsa tidningen.","1","1","1","1","1","1","1"
"2021/03/24 7:31:07 am CET","40-65 år","Ja (enbart digitalt)","4","Prisvärt plus extra konton","1","2","2","3","2","3","2"
"2021/03/24 7:34:14 am CET","40-65 år","Ja (enbart digitalt)","5","Bra och intressant för att  kunna följa och bevaka vad som händer i samhället.","2","2","2","2","2","2","2"
"2021/03/24 7:36:09 am CET","40-65 år","Ja (enbart digitalt)","5","För det är det jag har. Inte intresserad av att byta","1","1","4","5","1","1","1"
"2021/03/24 7:36:18 am CET","Över 65 år","Nej, men har varit förut","2","Papperstidning är det bästa, har svårt att hitta i den digitala, har provat ","1","1","3","3","1","2","1"
"2021/03/24 7:37:05 am CET","30-39 år","Nej, men har varit förut","2","Skulle gärna se en billigare variant, men något begränsat innehåll","1","1","2","2","1","1","1"
"2021/03/24 7:40:05 am CET","40-65 år","Ja (enbart digitalt)","4","","1","1","4","5","1","1","1"
"2021/03/24 7:40:53 am CET","40-65 år","Ja (enbart digitalt)","1","Kostnaden blir för hög för familjen om alla måste teckna egen prenumeration. Ett familjepaketet till detta pris är ok","1","1","1","3","1","1","1"
"2021/03/24 7:42:02 am CET","40-65 år","Ja (enbart digitalt)","2","","1","1","3","3","1","1","1"
"2021/03/24 7:43:00 am CET","40-65 år","Ja (enbart digitalt)","4","","1","1","4","5","1","1","1"
"2021/03/24 7:47:53 am CET","30-39 år","Ja (enbart digitalt)","2","För många delar av paketet jag tror jag inte kommer ha användning av.","1","1","3","5","1","1","2"
"2021/03/24 7:50:29 am CET","40-65 år","Ja (enbart digitalt)","4","Bra pris o bra innehåll","2","2","3","4","4","3","5"
"2021/03/24 7:54:02 am CET","40-65 år","Ja (enbart digitalt)","3","Korsord och erbjudanden ointressant. Pga mycket reklam trots betald prenumeration är jag tveksam.","1","1","3","5","1","1","1"
"2021/03/24 7:57:34 am CET","40-65 år","Ja (papperstidning)","5","","5","5","5","5","5","5","5"
"2021/03/24 8:01:42 am CET","40-65 år","Ja (papperstidning)","5","","3","3","3","3","3","3","3"
"2021/03/24 8:02:40 am CET","40-65 år","Ja (enbart digitalt)","4","Alla artiklar och nyhetsarkivet är intressant. Korsord är helt ointressant för mig. 3 extra konton är bra, hade räckt med 1 extra för mig. ","1","1","1","5","1","1","1"
"2021/03/24 8:06:03 am CET","Över 65 år","Ja (enbart digitalt)","5","Känner enbart till det digitala paketet på DN och tycket det är toppenbra.","1","1","1","5","1","1","1"
"2021/03/24 8:06:47 am CET","40-65 år","Ja (papperstidning)","2","Jag vill fortfarande ha papperstidning.","1","1","3","4","1","1","2"
"2021/03/24 8:12:44 am CET","40-65 år","Nej, men har varit förut","2","Vill ha många artiklar från hela världen. Delar inte DN politiska pos.","1","1","2","2","1","1","1"
"2021/03/24 8:13:58 am CET","Över 65 år","Ja (enbart digitalt)","1","Vill ha hela tidningen digitalt inte bara artickiar","1","1","1","1","5","1","1"
"2021/03/24 8:14:11 am CET","40-65 år","Ja (enbart digitalt)","5","Mycket för pengarna!","2","2","5","5","3","2","3"
"2021/03/24 8:19:14 am CET","Över 65 år","Ja (enbart digitalt)","3","behöver inte digitala korsord eller 3 extra konton","1","1","3","4","1","1","3"
"2021/03/24 8:21:41 am CET","40-65 år","Ja (enbart digitalt)","4","Detta paket innehåller i princip allt ""nödvändigt"" till ett OK pris.","2","2","4","5","2","2","3"
"2021/03/24 8:23:03 am CET","40-65 år","Ja (enbart digitalt)","3","Korsord och rabatter är inget för mig, men frun skulle uppskatta ett ett extra konto. Kanske en familje-prenumeration, ofta är man två eller fler. FInns extravärde för familjen?","3","2","2","4","4","3","2"
"2021/03/24 8:23:48 am CET","Över 65 år","Nej och har aldrig varit","1","Vill inte betala via nätet. ","1","1","1","1","1","1","1"
"2021/03/24 8:28:08 am CET","40-65 år","Ja (enbart digitalt)","3","då kan man använda appen på flera medium och hela familjen får tillgång till DN","1","1","2","5","1","2","2"
"2021/03/24 8:32:17 am CET","Över 65 år","Ja (papperstidning)","1","Digitala är 1 komplement till papper som ger större översikt. Precis som att jämföra papperskarta med Google maps.","3","3","3","3","3","3","3"
"2021/03/24 8:34:48 am CET","Över 65 år","Ja (enbart digitalt)","4","kan ge mig värde","5","1","4","3","4","4","2"
"2021/03/24 8:38:31 am CET","Över 65 år","Ja (enbart digitalt)","4","Täcker mina behov till rimlig kostnad","1","1","3","2","2","1","2"
"2021/03/24 8:39:52 am CET","40-65 år","Ja (enbart digitalt)","4","Alla nyheter, som är primärt vad jag vill ha + korsord, som jag gillar men inte har +  att familjen också kan få ta del låter som en mycket bra kombo. Arkivet är intressant och beroende på vad för slags rabatter det handlar om så kanske paketet är värt sitt på gränsen till höga pris ( i dessa bortskämda tider, där mycket finns ""gratis"").","1","1","3","2","1","2","1"
"2021/03/24 8:40:04 am CET","Över 65 år","Ja (enbart digitalt)","5","verkar vara ett bra erbjudande.","1","1","3","3","3","1","1"
"2021/03/24 8:44:09 am CET","Över 65 år","Ja (enbart digitalt)","5","Täcker det mesta och man har alltid tidningen var man än befinner sig. ","1","1","1","1","1","1","1"
"2021/03/24 8:45:16 am CET","40-65 år","Ja (papperstidning)","3","Prisvärt, men jag gillar min papperstidning Helg som jag har ","2","2","4","4","2","2","2"
"2021/03/24 8:45:20 am CET","40-65 år","Nej, men har varit förut","1","Bläddrar snabbt igenom olika tidningar. Läser sällan igenom en hel artikel.","1","1","1","1","1","1","1"
"2021/03/24 8:49:57 am CET","40-65 år","Nej, men har varit förut","1","","1","1","1","1","1","1","1"
"2021/03/24 8:50:09 am CET","40-65 år","Ja (enbart digitalt)","2","","1","1","2","2","1","1","1"
"2021/03/24 8:51:24 am CET","30-39 år","Ja (papperstidning)","1","Tycker inte det är värt att betala endast för digital tidning. Jag har tillgång till familjemedlems extrakonto","1","1","2","2","1","1","1"
"2021/03/24 8:53:11 am CET","40-65 år","Ja (enbart digitalt)","1","Jag vill läsa hela tidningen digitalt","1","1","1","4","1","1","3"
"2021/03/24 8:55:53 am CET","40-65 år","Ja (papperstidning)","4","Vill kunna läsa alla artiklar och från olika enheter men hade nog önskat fler enheter/konton eftersom man växlar och dessutom är flera i familjen. Korsord mm är helt ointressant.","2","2","4","1","1","2","2"
"2021/03/24 8:58:18 am CET","40-65 år","Ja (enbart digitalt)","2","Vill ha e dn","2","2","5","2","4","2","1"
"2021/03/24 8:59:22 am CET","40-65 år","Nej, men har varit förut","1","Allt för högt pris. Rimligt pris för digital tjänst borde vara 60-100:-","1","1","1","1","1","1","1"
"2021/03/24 9:05:12 am CET","40-65 år","Ja (enbart digitalt)","5","Det är ett bra pris för kvalitetsnyheter och ett stöd till riktig journalism","3","1","5","5","5","4","2"
"2021/03/24 9:06:43 am CET","Under 30 år","Ja (enbart digitalt)","4","Ser priset rimligt. ","1","1","3","4","2","2","3"
"2021/03/24 9:11:57 am CET","Över 65 år","Ja (papperstidning)","4","Det verkar täcka det viktigaste.","1","1","1","4","4","1","3"
"2021/03/24 9:12:50 am CET","40-65 år","Ja (papperstidning)","4","Bra tidning med genomtänkt journalistik. Tycker trots allt om att ibland ha en papperstidning, har detta på helgerna. Har annars inga problem med att läsa den digitala. ","4","2","4","3","3","2","3"
"2021/03/24 9:13:20 am CET","40-65 år","Ja (enbart digitalt)","1","för dyrt","1","1","1","2","1","1","1"
"2021/03/24 9:14:39 am CET","30-39 år","Ja (enbart digitalt)","4","","1","1","3","4","1","1","1"
"2021/03/24 9:14:54 am CET","Över 65 år","Ja (enbart digitalt)","3","högt pris","1","1","3","3","1","1","1"
"2021/03/24 9:16:12 am CET","Över 65 år","Ja (papperstidning)","1","","1","1","1","1","1","1","1"
"2021/03/24 9:19:16 am CET","Över 65 år","Ja (enbart digitalt)","3","Oklart vad rabatter och extra konton innebär","2","2","3","3","2","2","2"
"2021/03/24 9:20:17 am CET","40-65 år","Ja (enbart digitalt)","1","Jag vill ha e-dn apparna är inte tillräckligt bra","4","1","5","1","4","3","1"
"2021/03/24 9:23:52 am CET","Över 65 år","Ja (enbart digitalt)","4","Man vill ju ha en hyfsad tidning.","1","1","2","2","4","1","1"
"2021/03/24 9:27:39 am CET","Över 65 år","Ja (enbart digitalt)","5","Bra med nyhetsarkivet och DN appen men också annonser och annat i PDF-versionen","3","1","3","1","5","1","3"
"2021/03/24 9:27:49 am CET","40-65 år","Ja (papperstidning)","3","Jag gillar ju papperstidningen och vill ha båda delarna ","3","4","2","4","3","3","4"
"2021/03/24 9:28:28 am CET","40-65 år","Ja (enbart digitalt)","1","Rimligt pris och tillgång till artiklarna är ok. Resten behöver jag inte. Hellre reklamfritt för det priset. E-tidningen är önskvärd oxå, men inte lika viktig för det priset. Ni behöver få in pengarna på något sätt så jag får kanske betala lite mer för att få allt det jag vill ha. 149/månad inklusive e-tidningen, kanske?","1","1","5","3","1","1","1"
"2021/03/24 9:29:27 am CET","40-65 år","Ja (enbart digitalt)","4","Flexibelt för en familj, roligt med korord, tillgång till DN","1","1","1","1","1","1","3"
"2021/03/24 9:31:37 am CET","40-65 år","Ja (enbart digitalt)","4","","3","3","4","3","3","4","3"
"2021/03/24 9:34:58 am CET","Över 65 år","Ja (papperstidning)","4","Passar familjen det blir inte så mycket pappaer men korsorden vill vi ha i handen","3","3","2","1","2","3","3"
"2021/03/24 9:37:34 am CET","40-65 år","Ja (enbart digitalt)","3","Skulle vara korsorden isåfall. Vilket jag hade förr i 99:- varianten","1","1","1","1","1","1","1"
"2021/03/24 9:38:07 am CET","40-65 år","Ja (enbart digitalt)","5","Jag har redan ett sådant men vet ej hur man kommer åt digitala korsord??","2","1","5","5","1","1","2"
"2021/03/24 9:40:32 am CET","Över 65 år","Ja (papperstidning)","2","Vill ha både papperstidning och digitalt via appen. Detta har vi idag. Appen använder jag när vi är på resande fot och när jag vill maila en länk med en intressant artikel från papperstidningen. Läser även DNs mailnyheter på eftermiddagen.","2","1","2","1","2","2","2"
"2021/03/24 9:41:43 am CET","40-65 år","Ja (enbart digitalt)","4","Nyheter o djupare analyser","1","1","1","5","1","1","1"
"2021/03/24 9:42:09 am CET","30-39 år","Ja (enbart digitalt)","4","","2","1","2","3","2","1","3"
"2021/03/24 9:46:35 am CET","Över 65 år","Ja (enbart digitalt)","4","Prisvärt","3","2","5","5","2","3","3"
"2021/03/24 9:46:44 am CET","30-39 år","Ja (enbart digitalt)","1","Får prenumerationen från mitt jobb","1","1","1","1","1","1","1"
"2021/03/24 9:49:03 am CET","40-65 år","Ja (enbart digitalt)","5","priset motsvarar vad jag vill lägga, andra siter har dyrare avgift.","1","1","5","5","1","1","1"
"2021/03/24 9:49:32 am CET","Över 65 år","Ja (papperstidning)","1","Vill ha papperskorsord och framför allt sudoku","1","1","1","1","1","1","1"
"2021/03/24 9:49:33 am CET","30-39 år","Nej och har aldrig varit","1","Era jävla popups överallt.","1","1","2","1","1","1","1"
"2021/03/24 9:51:17 am CET","40-65 år","Ja (enbart digitalt)","1","119 är för dyrt, jag upplever att jag betalar för saker jag inte är intresserad av, eg korsord, arkiv, rabatter och extra konton","1","2","4","1","2","4","1"
"2021/03/24 9:54:07 am CET","Över 65 år","Ja (papperstidning)","1","Jag läseringa korsord. Flera konton vill jag absolut inte ha.","1","1","3","2","3","3","2"
"2021/03/24 9:55:39 am CET","Över 65 år","Ja (enbart digitalt)","5","Tycker det ger mej bra information ","3","4","2","4","2","4","4"
"2021/03/24 9:56:37 am CET","Över 65 år","Ja (papperstidning)","5","Bra pris jämfört med papperstidningen för samma innehåll. Tre konton suveränt!","3","2","2","3","3","3","1"
"2021/03/24 9:57:20 am CET","Över 65 år","Ja (papperstidning)","1","","1","1","3","3","2","1","1"
"2021/03/24 10:02:16 am CET","40-65 år","Ja (enbart digitalt)","5","Jag redan betalr 119/ mån och här får jag digitalt korsord","1","1","3","1","1","1","1"
"2021/03/24 10:05:42 am CET","Över 65 år","Ja (papperstidning)","5","Nu papper. Om inte, digital.","3","3","5","5","3","3","3"
"2021/03/24 10:09:03 am CET","Över 65 år","Ja (papperstidning)","5","Tåcker det jag vill ha, men låt se vad de övriga paketen innehåller.","1","1","1","1","5","4","1"
"2021/03/24 10:09:15 am CET","40-65 år","Ja (papperstidning)","3","Det motsvarar mina behov.","1","1","2","2","2","1","2"
"2021/03/24 10:10:24 am CET","40-65 år","Nej och har aldrig varit","5","Vill läsa nyheter och priset är rimligt","1","2","5","3","2","2","2"
"2021/03/24 10:13:25 am CET","Över 65 år","Ja (enbart digitalt)","5","Billigare än papperstidningen","1","1","5","1","1","1","1"
"2021/03/24 10:14:48 am CET","Över 65 år","Ja (enbart digitalt)","5","Paketet passar mig bra vad det gäller nyheter","2","3","5","5","3","3","3"
"2021/03/24 10:18:08 am CET","Över 65 år","Ja (papperstidning)","2","En i familjen vill ha papperstidning, för den andra spelar det ingen roll  ","2","2","2","2","2","2","2"
"2021/03/24 10:18:08 am CET","Över 65 år","Ja (papperstidning)","4","","2","2","4","4","2","2","2"
"2021/03/24 10:28:16 am CET","40-65 år","Ja (papperstidning)","2","vet inte vad jag kan jämföra med","2","1","5","1","1","3","4"
"2021/03/24 10:28:18 am CET","40-65 år","Nej, men har varit förut","1","Finns fler bef siter","1","1","1","1","1","1","1"
"2021/03/24 10:29:24 am CET","40-65 år","Ja (enbart digitalt)","4","","1","1","2","4","1","2","2"
"2021/03/24 10:31:03 am CET","40-65 år","Nej, men har varit förut","5","DN är en lysande tidning, och detta är ett bra pris,men jag måste avvakta tills min ekonomi blir bättre.","5","2","4","5","4","3","3"
"2021/03/24 10:32:24 am CET","Över 65 år","Ja (papperstidning)","4","","5","1","5","5","1","1","5"
"2021/03/24 10:37:29 am CET","Över 65 år","Ja (enbart digitalt)","2","","3","1","3","2","4","2","1"
"2021/03/24 10:37:32 am CET","40-65 år","Ja (enbart digitalt)","3","kan vara nån annan i famijen som redan hade tecknat, håller dåligt koll","1","1","1","1","1","1","1"
"2021/03/24 10:39:23 am CET","Över 65 år","Ja (papperstidning)","4","Jag får allt jag brukar läsa och ett bra pris","2","2","3","3","2","2","2"
